,title,year,advisory,movie_length,genre,rating,metascore,description,votes
30,247.Wonder Woman 1984(2020),(2020),PG-13,151 min,"Action, Adventure, Fantasy",5.4,"60        
        Metascore","Diana must contend with a work colleague and businessman, whose desire for extreme wealth sends the world down a path of destruction, after an ancient artifact that grants wishes goes missing.","Votes:
264,460
| Gross:
$46.37M"
31,201.The Prince of Egypt(1998),(1998),PG,99 min,"Animation, Adventure, Drama",7.1,"64        
        Metascore",Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.,"Votes:
132,654
| Gross:
$101.22M"
32,203.Lilo & Stitch(2002),(2002),PG,85 min,"Animation, Adventure, Comedy",7.3,"73        
        Metascore","A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a menace.","Votes:
190,882
| Gross:
$145.79M"
33,204.Treasure Planet(2002),(2002),PG,95 min,"Animation, Adventure, Family",7.2,"60        
        Metascore","In this science fiction rendering of the classic novel ""Treasure Island"", Jim Hawkins (Joseph Gordon-Levitt) is a rebellious teen seen by the world as an aimless slacker. After he receives ...                See full summary »","Votes:
118,907
| Gross:
$38.18M"
34,205.Toy Story 2(1999),(1999),G,92 min,"Animation, Adventure, Comedy",7.9,"88        
        Metascore","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.","Votes:
578,287
| Gross:
$245.85M"
35,206.James and the Giant Peach(1996),(1996),PG,79 min,"Animation, Adventure, Family",6.7,"78        
        Metascore","An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City.","Votes:
67,903
| Gross:
$28.93M"
36,211.Fire and Ice(1983),(1983),PG,81 min,"Animation, Adventure, Fantasy",6.5,"45        
        Metascore","At the end of the ice age, an evil queen and her son are set on conquering the world using magic and warriors. The lone survivor of a crushed village fights back as does the king of Fire Keep.","Votes:
11,060
| Gross:
$0.76M"
37,213.Pinocchio(1940),(1940),G,88 min,"Animation, Adventure, Comedy",7.5,"99        
        Metascore","A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.","Votes:
147,170
| Gross:
$84.25M"
38,214.Monsters University(2013),(2013),G,104 min,"Animation, Adventure, Comedy",7.2,"65        
        Metascore","A look at the relationship between Mike Wazowski (Billy Crystal) and James P. ""Sully"" Sullivan (John Goodman) during their days at Monsters University, when they weren't necessarily the best of friends.","Votes:
358,877
| Gross:
$268.49M"
39,216.The Mitchells vs the Machines(2021),(2021),PG,114 min,"Animation, Adventure, Comedy",7.6,"81        
        Metascore","A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.","Votes:
107,386"
40,218.Spies in Disguise(2019),(2019),PG,102 min,"Animation, Action, Adventure",6.8,"54        
        Metascore","When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world.","Votes:
49,299
| Gross:
$66.76M"
41,219.Pocahontas(I) (1995),(I) (1995),G,81 min,"Animation, Adventure, Drama",6.7,"58        
        Metascore",An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,"Votes:
187,560
| Gross:
$141.60M"
42,222.Despicable Me 2(2013),(2013),PG,98 min,"Animation, Adventure, Comedy",7.3,"62        
        Metascore","When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.","Votes:
400,093
| Gross:
$368.06M"
43,223.The Hunchback of Notre Dame(1996),(1996),G,91 min,"Animation, Drama, Family",7.0,"74        
        Metascore","A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.","Votes:
158,021
| Gross:
$100.14M"
44,225.Cars 3(2017),(2017),G,102 min,"Animation, Adventure, Comedy",6.7,"59        
        Metascore",Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.,"Votes:
100,078
| Gross:
$152.90M"
45,226.Cars 2(2011),(2011),G,106 min,"Animation, Adventure, Comedy",6.2,"57        
        Metascore",Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,"Votes:
190,004
| Gross:
$191.45M"
46,227.Tarzan(1999),(1999),G,88 min,"Animation, Adventure, Comedy",7.3,"79        
        Metascore",A man raised by gorillas must decide where he really belongs when he discovers he is a human.,"Votes:
226,406
| Gross:
$171.09M"
47,229.The Grinch(2018),(2018),PG,85 min,"Animation, Comedy, Family",6.3,"51        
        Metascore",A grumpy Grinch plots to ruin Christmas for the village of Whoville.,"Votes:
70,241
| Gross:
$270.62M"
48,230.Scoob!(2020),(2020),PG,93 min,"Animation, Adventure, Comedy",5.6,"43        
        Metascore","Scooby and the gang face their most challenging mystery ever: a plot to unleash the ghost dog Cerberus upon the world. As they race to stop this dogpocalypse, the gang discovers that Scooby has an epic destiny greater than anyone imagined.","Votes:
26,867
| Gross:
$2.19M"
49,231.Ralph Breaks the Internet(2018),(2018),PG,112 min,"Animation, Adventure, Comedy",7.0,"71        
        Metascore","Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.","Votes:
160,681
| Gross:
$201.09M"
50,232.My Neighbor Totoro(1988),(1988),G,86 min,"Animation, Comedy, Family",8.1,"86        
        Metascore","When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.","Votes:
336,902
| Gross:
$1.11M"
51,234.A Silent Voice: The Movie(2016),(2016),Not Rated,130 min,"Animation, Drama",8.1,"78        
        Metascore","A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.","Votes:
80,790"
52,242.Hotel Transylvania 3: Summer Vacation(2018),(2018),PG,97 min,"Animation, Adventure, Comedy",6.3,"54        
        Metascore","Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family.","Votes:
74,207
| Gross:
$167.51M"
53,246.The Secret Life of Pets(2016),(2016),PG,87 min,"Animation, Adventure, Comedy",6.5,"61        
        Metascore","The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.","Votes:
202,379
| Gross:
$368.38M"
54,249.Space Jam(1996),(1996),PG,88 min,"Animation, Adventure, Comedy",6.5,"59        
        Metascore","In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.","Votes:
198,014
| Gross:
$90.46M"
55,201.Charlie Says(2018),(2018),R,110 min,"Biography, Crime, Drama",5.9,"57        
        Metascore",The tragic tale of an all-American girl who was transformed into a cold-blooded killer in the summer of 1969.,"Votes:
4,689
| Gross:
$0.04M"
56,202.Papillon(I) (2017),(I) (2017),R,133 min,"Adventure, Biography, Crime",7.2,"51        
        Metascore","Wrongfully convicted for murder, Henri Charriere forms an unlikely relationship with fellow inmate and quirky convicted counterfeiter, Louis Dega, in an attempt to escape from the notorious penal colony on Devil's Island.","Votes:
75,727
| Gross:
$2.34M"
57,205.Marie Antoinette(2006),(2006),PG-13,123 min,"Biography, Drama, History",6.5,"65        
        Metascore","The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 14 to her reign as queen at 19 and to the end of her reign as queen, and ultimately the fall of Versailles.","Votes:
112,010
| Gross:
$15.96M"
58,206.Lincoln(2012),(2012),PG-13,150 min,"Biography, Drama, History",7.3,"86        
        Metascore","As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.","Votes:
260,863
| Gross:
$182.21M"
59,208.First Man(2018),(2018),PG-13,141 min,"Biography, Drama, History",7.3,"84        
        Metascore","A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.","Votes:
188,162
| Gross:
$44.94M"
60,210.The Lover(1992),(1992),R,115 min,"Biography, Drama, Romance",6.8,"59        
        Metascore","In 1929 French Indochina, a French teenage girl embarks on a reckless and forbidden romance with a wealthy, older Chinese man, each knowing that knowledge of their affair will bring drastic consequences to each other.","Votes:
21,685
| Gross:
$4.90M"
61,212.Richard Jewell(2019),(2019),R,131 min,"Biography, Crime, Drama",7.5,"68        
        Metascore","Security guard Richard Jewell is an instant hero after foiling a bomb attack at the 1996 Atlanta Olympics, but his life becomes a nightmare when the FBI leaks to the media that he is a suspect in the case.","Votes:
87,313"
62,213.127 Hours(2010),(2010),R,94 min,"Biography, Drama",7.6,"82        
        Metascore","A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.","Votes:
376,626
| Gross:
$18.34M"
63,215.Ammonite(2020),(2020),R,120 min,"Biography, Drama, History",6.5,"72        
        Metascore","1840s England, acclaimed but overlooked fossil hunter Mary Anning and a young woman sent to convalesce by the sea develop an intense relationship, altering both of their lives forever.","Votes:
18,462"
64,216.On the Basis of Sex(2018),(2018),PG-13,120 min,"Biography, Drama",7.1,"59        
        Metascore","The true story of Ruth Bader Ginsburg, her struggles for equal rights, and the early cases of a historic career that lead to her nomination and confirmation as U.S. Supreme Court Associate Justice.","Votes:
34,663
| Gross:
$24.62M"
65,217.Alexander(2004),(2004),R,175 min,"Action, Biography, Drama",5.6,"39        
        Metascore","Alexander, the King of Macedonia and one of the greatest army leaders in the history of warfare, conquers much of the known world.","Votes:
170,304
| Gross:
$34.30M"
66,218.Changeling(2008),(2008),R,141 min,"Biography, Crime, Drama",7.8,"63        
        Metascore",Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.,"Votes:
255,717
| Gross:
$35.74M"
67,219.Colette(I) (2018),(I) (2018),R,111 min,"Biography, Drama, History",6.7,"74        
        Metascore","Colette is pushed by her husband to write novels under his name. Upon their success, she fights to make her talents known, challenging gender norms.","Votes:
23,860
| Gross:
$5.14M"
68,220.Loving Pablo(2017),(2017),R,123 min,"Biography, Crime, Drama",6.3,"42        
        Metascore",A journalist strikes up a romantic relationship with notorious drug lord Pablo Escobar.,"Votes:
20,632
| Gross:
$0.02M"
69,221.Eat Pray Love(2010),(2010),PG-13,133 min,"Biography, Drama, Romance",5.8,"50        
        Metascore","A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".","Votes:
97,788
| Gross:
$80.57M"
70,222.Wild(I) (2014),(I) (2014),R,115 min,"Adventure, Biography, Drama",7.1,"74        
        Metascore","A chronicle of one woman's 1,100-mile solo hike undertaken as a way to recover from a recent personal tragedy.","Votes:
129,703
| Gross:
$37.88M"
71,"223.Good Morning, Vietnam(1987)",(1987),R,121 min,"Biography, Comedy, Drama",7.3,"67        
        Metascore","In 1965, an unorthodox and irreverent DJ named Adrian Cronauer begins to shake up things when he is assigned to the U.S. Armed Services radio station in Vietnam.","Votes:
141,722
| Gross:
$123.92M"
72,224.The Queen(2006),(2006),PG-13,103 min,"Biography, Drama",7.3,"91        
        Metascore","After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.","Votes:
112,002
| Gross:
$56.44M"
73,225.Being the Ricardos(2021),(2021),R,131 min,"Biography, Drama",6.5,"60        
        Metascore",Follows Lucy and Desi as they face a crisis that could end their careers and another that could end their marriage.,"Votes:
41,186"
74,226.Pride(I) (2014),(I) (2014),R,119 min,"Biography, Comedy, Drama",7.8,"79        
        Metascore",U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,"Votes:
57,475"
75,228.Frida(2002),(2002),R,123 min,"Biography, Drama, Romance",7.3,"61        
        Metascore","A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.","Votes:
90,221
| Gross:
$25.89M"
76,229.Elizabeth(1998),(1998),R,124 min,"Biography, Drama, History",7.4,"75        
        Metascore",The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.,"Votes:
99,773
| Gross:
$30.08M"
77,230.Black Mass(2015),(2015),R,123 min,"Biography, Crime, Drama",6.9,"68        
        Metascore","The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.","Votes:
181,887
| Gross:
$62.58M"
78,231.The Messenger: The Story of Joan of Arc(1999),(1999),R,148 min,"Adventure, Biography, Drama",6.4,"54        
        Metascore",A young girl receives a vision that drives her to rid France of its oppressors.,"Votes:
66,974
| Gross:
$14.28M"
79,233.The Post(2017),(2017),PG-13,116 min,"Biography, Drama, History",7.2,"83        
        Metascore",A cover-up spanning four U.S. Presidents pushes the country's first female newspaper publisher and her editor to join an unprecedented battle between press and government.,"Votes:
151,243
| Gross:
$81.90M"
80,234.The Other Boleyn Girl(2008),(2008),PG-13,115 min,"Biography, Drama, History",6.7,"50        
        Metascore",Two sisters contend for the affection of King Henry VIII.,"Votes:
113,672
| Gross:
$26.81M"
81,236.The Highwaymen(2019),(2019),R,132 min,"Biography, Crime, Drama",6.9,"58        
        Metascore",The untold true story of the legendary detectives who brought down Bonnie and Clyde.,"Votes:
91,572"
82,238.The Dig(2021),(2021),PG-13,112 min,"Biography, Drama, History",7.1,"73        
        Metascore",An archaeologist embarks on the historically important excavation of Sutton Hoo in 1938.,"Votes:
74,614"
83,240.Coach Carter(2005),(2005),PG-13,136 min,"Biography, Drama, Sport",7.3,"57        
        Metascore",Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.,"Votes:
149,366
| Gross:
$67.26M"
84,241.October Sky(1999),(1999),PG,108 min,"Biography, Drama, Family",7.8,"71        
        Metascore","The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.","Votes:
91,443
| Gross:
$32.48M"
85,242.Lords of Dogtown(2005),(2005),PG-13,107 min,"Biography, Drama, Sport",7.1,"56        
        Metascore","The film follows the surf and skateboarding trends that originated in Venice, California during the 1970's.","Votes:
55,598
| Gross:
$11.01M"
86,245.Rudy(1993),(1993),PG,114 min,"Biography, Drama, Sport",7.5,"71        
        Metascore",Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.,"Votes:
64,049
| Gross:
$22.75M"
87,246.The Doors(1991),(1991),R,140 min,"Biography, Drama, Music",7.2,"62        
        Metascore","The story of the famous and influential 1960s rock band The Doors and its lead singer and composer, Jim Morrison, from his days as a UCLA film student in Los Angeles, to his untimely death in Paris, France at age 27 in 1971.","Votes:
93,163
| Gross:
$35.18M"
88,248.Heavenly Creatures(1994),(1994),R,99 min,"Biography, Crime, Drama",7.3,"86        
        Metascore","Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.","Votes:
64,079
| Gross:
$3.05M"
89,249.Cleopatra(1963),(1963),G,192 min,"Biography, Drama, History",7.0,"60        
        Metascore",Queen Cleopatra VII of Egypt experiences both triumph and tragedy as she attempts to resist the imperial ambitions of Rome.,"Votes:
33,639
| Gross:
$57.78M"
90,202.Matilda(1996),(1996),PG,102 min,"Comedy, Family, Fantasy",6.9,"72        
        Metascore","A girl gifted with a keen intellect and psychic powers uses both to deal with her crude, distant family and free her kind teacher from their sadistic headmistress.","Votes:
152,002
| Gross:
$33.08M"
91,204.The Bad Guys(2022),(2022),PG,100 min,"Animation, Adventure, Comedy",6.8,"64        
        Metascore","To avoid prison, a gang of notorious animal criminals pretend to seek being rehabilitated, only for their leader to secretly find that he genuinely wants to change his ways.","Votes:
35,045"
92,207.It's a Mad Mad Mad Mad World(1963),(1963),G,210 min,"Action, Adventure, Comedy",7.5,"59        
        Metascore","A group of motorists witnesses a car crash in the California desert, and after the driver's dying words indicate the location of a hidden stash of loot, they turn against each in a race across the state to get to it.","Votes:
42,254
| Gross:
$46.30M"
93,208.Rush Hour(1998),(1998),PG-13,98 min,"Action, Comedy, Crime",7.0,"60        
        Metascore","A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way.","Votes:
268,131
| Gross:
$141.15M"
94,209.Death Becomes Her(1992),(1992),PG-13,104 min,"Comedy, Fantasy, Horror",6.6,"56        
        Metascore","When a fading actress learns of an immortality treatment, she sees it as a way to outdo her long-time rival.","Votes:
119,550
| Gross:
$58.42M"
95,212.The Grand Budapest Hotel(2014),(2014),R,99 min,"Adventure, Comedy, Crime",8.1,"88        
        Metascore","A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.","Votes:
801,180
| Gross:
$59.10M"
96,218.An American Werewolf in London(1981),(1981),R,97 min,"Comedy, Horror",7.5,"55        
        Metascore",Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.,"Votes:
107,468
| Gross:
$30.57M"
97,221.Guardians of the Galaxy(2014),(2014),PG-13,121 min,"Action, Adventure, Comedy",8.0,"76        
        Metascore",A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,"Votes:
1,167,906
| Gross:
$333.18M"
98,222.Clueless(1995),(1995),PG-13,97 min,"Comedy, Romance",6.9,"68        
        Metascore","Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.","Votes:
217,807
| Gross:
$56.63M"
99,224.Hustle(2022),(2022),R,117 min,"Comedy, Drama, Sport",7.3,"68        
        Metascore",A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA.,"Votes:
113,726"
100,225.CODA(2021),(2021),PG-13,111 min,"Comedy, Drama, Music",8.0,"74        
        Metascore","As a CODA (Child of Deaf Adults) Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her passion at Berklee College of Music and her fear of abandoning her parents.","Votes:
127,942"
101,"226.Confess, Fletch(2022)",(2022),R,98 min,"Comedy, Crime",6.5,"66        
        Metascore","After becoming the prime suspect in multiple murders, Fletch strives to prove his innocence while simultaneously searching for his fiancé's stolen art collection.","Votes:
4,664"
102,228.Thor: Ragnarok(2017),(2017),PG-13,130 min,"Action, Adventure, Comedy",7.9,"74        
        Metascore","Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.","Votes:
743,068
| Gross:
$315.06M"
103,230.Jennifer's Body(2009),(2009),R,102 min,"Comedy, Horror",5.4,"47        
        Metascore",A newly-possessed high-school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,"Votes:
135,215
| Gross:
$16.20M"
104,231.17 Again(2009),(2009),PG-13,102 min,"Comedy, Drama, Fantasy",6.4,"48        
        Metascore",Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,"Votes:
201,527
| Gross:
$64.17M"
105,237.The Worst Person in the World(2021),(2021),R,128 min,"Comedy, Drama, Romance",7.8,"90        
        Metascore","The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.","Votes:
62,174"
106,238.About Time(I) (2013),(I) (2013),R,123 min,"Comedy, Drama, Fantasy",7.8,"55        
        Metascore","At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.","Votes:
348,029
| Gross:
$15.32M"
