,title,year,advisory,movie_length,genre,rating,metascore,description,votes
24,432.Vacation(I) (2015),(I) (2015),R,99 min,"Adventure, Comedy",6.1,"34        
        Metascore","Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons.","Votes:
112,586
| Gross:
$58.88M"
25,433.RV(2006),(2006),PG,99 min,"Adventure, Comedy, Family",5.5,"33        
        Metascore","Bob Munro and his dysfunctional family rent an RV for a road trip to the Colorado Rockies, where they ultimately have to contend with a bizarre community of campers.","Votes:
60,261
| Gross:
$71.73M"
26,434.Dragon Ball Super: Super Hero(2022),(2022),PG-13,100 min,"Animation, Action, Adventure",7.2,"65        
        Metascore",The Red Ribbon Army from Goku's past has returned with two new androids to challenge him and his friends.,"Votes:
8,255"
27,435.Star Wars: Episode III - Revenge of the Sith(2005),(2005),PG-13,140 min,"Action, Adventure, Fantasy",7.6,"68        
        Metascore","Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy.","Votes:
786,752
| Gross:
$380.26M"
28,436.Twister(I) (1996),(I) (1996),PG-13,113 min,"Action, Adventure, Thriller",6.4,"68        
        Metascore","Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.","Votes:
196,887
| Gross:
$241.72M"
29,437.Spaceballs(1987),(1987),PG,96 min,"Adventure, Comedy, Sci-Fi",7.1,"46        
        Metascore",A star-pilot for hire and his trusty sidekick must come to the rescue of a princess and save Planet Druidia from the clutches of the evil Spaceballs.,"Votes:
190,744
| Gross:
$38.12M"
30,438.Sonic the Hedgehog(2020),(2020),PG,99 min,"Action, Adventure, Comedy",6.5,"47        
        Metascore","After discovering a small, blue, fast hedgehog, a small-town police officer must help him defeat an evil genius who wants to do experiments on him.","Votes:
138,727
| Gross:
$148.97M"
31,439.Fast & Furious Presents: Hobbs & Shaw(2019),(2019),PG-13,137 min,"Action, Adventure, Thriller",6.5,"60        
        Metascore","Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.","Votes:
211,754
| Gross:
$173.96M"
32,441.Back to the Future Part II(1989),(1989),PG,108 min,"Adventure, Comedy, Sci-Fi",7.8,"57        
        Metascore","After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.","Votes:
529,791
| Gross:
$118.50M"
33,442.Crocodile Dundee(1986),(1986),PG-13,97 min,"Action, Adventure, Comedy",6.6,"62        
        Metascore",An American reporter goes to the Australian outback to meet an eccentric crocodile poacher and invites him to New York City.,"Votes:
105,885
| Gross:
$174.64M"
34,443.Mary Poppins Returns(2018),(2018),PG,130 min,"Animation, Adventure, Comedy",6.7,"66        
        Metascore","A few decades after her original visit, Mary Poppins, the magical nanny, returns to help the Banks siblings and Michael's children through a difficult time in their lives.","Votes:
88,298
| Gross:
$171.96M"
35,445.The Mummy: Tomb of the Dragon Emperor(2008),(2008),PG-13,112 min,"Action, Adventure, Fantasy",5.2,"31        
        Metascore","In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.","Votes:
161,490
| Gross:
$102.49M"
36,446.The Nightingale(I) (2018),(I) (2018),R,136 min,"Adventure, Drama, Thriller",7.3,"77        
        Metascore","Set in 1825, Clare, a young Irish convict woman, chases a British officer through the rugged Tasmanian wilderness, bent on revenge for a terrible act of violence he committed against her family. On the way she enlists the services of an Aboriginal tracker named Billy, who is also marked by trauma from his own violence-filled past.","Votes:
30,952
| Gross:
$0.39M"
37,447.Birds of Prey(2020),(2020),R,109 min,"Action, Adventure, Comedy",6.0,"60        
        Metascore","After splitting with the Joker, Harley Quinn joins superheroines Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord.","Votes:
237,001
| Gross:
$84.16M"
38,449.Goldfinger(1964),(1964),PG,110 min,"Action, Adventure, Thriller",7.7,"87        
        Metascore","While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.","Votes:
190,792
| Gross:
$51.08M"
39,401.Over the Hedge(2006),(2006),PG,83 min,"Animation, Adventure, Comedy",6.7,"67        
        Metascore","A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.","Votes:
175,641
| Gross:
$155.02M"
40,403.Lady and the Tramp(1955),(1955),G,76 min,"Animation, Adventure, Comedy",7.3,"78        
        Metascore",The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.,"Votes:
136,144
| Gross:
$93.60M"
41,406.Weathering with You(2019),(2019),PG-13,112 min,"Animation, Drama, Fantasy",7.5,"72        
        Metascore",A high-school boy who has run away to Tokyo befriends a girl who appears to be able to manipulate the weather.,"Votes:
40,689
| Gross:
$7.80M"
42,407.The Good Dinosaur(2015),(2015),PG,93 min,"Animation, Adventure, Comedy",6.7,"66        
        Metascore","In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.","Votes:
116,147
| Gross:
$123.09M"
43,410.FernGully: The Last Rainforest(1992),(1992),G,76 min,"Animation, Adventure, Family",6.5,"67        
        Metascore","The magical inhabitants of a rainforest fight to save their home, which is threatened by logging and a polluting force of destruction called Hexxus.","Votes:
30,824
| Gross:
$24.65M"
44,415.The Secret Life of Pets 2(2019),(2019),PG,86 min,"Animation, Adventure, Comedy",6.4,"55        
        Metascore","Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day.","Votes:
62,412
| Gross:
$158.87M"
45,417.A Scanner Darkly(2006),(2006),R,100 min,"Animation, Comedy, Crime",7.0,"73        
        Metascore",An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,"Votes:
112,434
| Gross:
$5.50M"
46,420.The Fox and the Hound(1981),(1981),G,83 min,"Animation, Adventure, Drama",7.2,"65        
        Metascore","A little fox named Tod, and Copper, a hound puppy, vow to be best buddies forever. But as Copper grows into a hunting dog, their unlikely friendship faces the ultimate test.","Votes:
93,780
| Gross:
$63.46M"
47,421.The Lego Movie 2: The Second Part(2019),(2019),PG,107 min,"Animation, Action, Adventure",6.6,"65        
        Metascore","It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild.","Votes:
66,868
| Gross:
$105.81M"
48,423.Garfield(2004),(2004),PG,80 min,"Animation, Adventure, Comedy",5.0,"27        
        Metascore","Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.","Votes:
87,166
| Gross:
$75.37M"
49,425.Madagascar 3: Europe's Most Wanted(2012),(2012),PG,93 min,"Animation, Adventure, Comedy",6.8,"60        
        Metascore","The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal-control officer.","Votes:
181,800
| Gross:
$216.39M"
50,426.Rise of the Teenage Mutant Ninja Turtles: The Movie(2022),(2022),TV-Y7,82 min,"Animation, Action, Adventure",5.9,"61        
        Metascore","When a mysterious stranger arrives from the future with a dire warning, Leo is forced to rise and lead his brothers, Raph, Donnie, and Mikey in a fight to save the world from a terrifying alien species.","Votes:
4,141"
51,427.A Christmas Carol(2009),(2009),PG,96 min,"Animation, Adventure, Comedy",6.8,"55        
        Metascore","An animated retelling of Charles Dickens' classic novel about a Victorian-era miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions.","Votes:
115,483
| Gross:
$137.86M"
52,431.Apollo 10½: A Space Age Childhood(2022),(2022),PG-13,97 min,"Animation, Adventure, Drama",7.2,"79        
        Metascore","A coming-of-age story set in the suburbs of Houston, Texas in the summer of 1969, centered around the historic Apollo 11 moon landing.","Votes:
7,822"
53,432.The Simpsons Movie(2007),(2007),PG-13,87 min,"Animation, Adventure, Comedy",7.3,"80        
        Metascore","After Homer pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.","Votes:
330,450
| Gross:
$183.14M"
54,433.The Land Before Time(1988),(1988),G,69 min,"Animation, Adventure, Drama",7.4,"66        
        Metascore",An orphaned brontosaurus teams up with other young dinosaurs in order to reunite with their families in a valley.,"Votes:
89,484
| Gross:
$48.09M"
55,436.The Emoji Movie(2017),(2017),PG,86 min,"Animation, Adventure, Comedy",3.3,"12        
        Metascore","Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.","Votes:
64,697
| Gross:
$86.09M"
56,439.Chicken Little(2005),(2005),G,81 min,"Animation, Adventure, Comedy",5.7,"48        
        Metascore","After ruining his reputation with the town, a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion.","Votes:
93,319
| Gross:
$135.39M"
57,440.Dragon Ball Super: Broly(2018),(2018),PG,100 min,"Animation, Action, Adventure",7.7,"59        
        Metascore","Goku and Vegeta encounter Broly, a Saiyan warrior unlike any fighter they've faced before.","Votes:
27,897
| Gross:
$30.71M"
58,441.Shrek Forever After(2010),(2010),PG,95 min,"Animation, Adventure, Comedy",6.3,"58        
        Metascore",Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpelstiltskin rules supreme.,"Votes:
204,882
| Gross:
$238.37M"
59,450.Wolfwalkers(2020),(2020),PG,103 min,"Animation, Adventure, Family",8.0,"87        
        Metascore",A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.,"Votes:
32,187"
60,402.Mommie Dearest(1981),(1981),R,129 min,"Biography, Drama",6.6,"55        
        Metascore","The abusive and traumatic adoptive upbringing of Christina Crawford at the hands of her mother, screen queen Joan Crawford, is depicted.","Votes:
16,539
| Gross:
$19.03M"
61,404.Eiffel(2021),(2021),R,108 min,"Biography, Drama, History",6.2,"52        
        Metascore","The government is asking Eiffel to design something spectacular for the 1889 Paris World Fair, but Eiffel simply wants to design the subway. Suddenly, everything changes when Eiffel crosses paths with a mysterious woman from Arun's past.","Votes:
4,664"
62,405.Rescue Dawn(2006),(2006),PG-13,120 min,"Adventure, Biography, War",7.3,"77        
        Metascore",A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,"Votes:
106,746
| Gross:
$5.49M"
63,406.Hidalgo(2004),(2004),PG-13,136 min,"Action, Adventure, Biography",6.7,"54        
        Metascore","In 1890, a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race.","Votes:
82,525
| Gross:
$67.29M"
64,408.Miracle(2004),(2004),PG,135 min,"Biography, Drama, History",7.4,"68        
        Metascore","The true story of Herb Brooks, the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Soviet squad.","Votes:
54,939
| Gross:
$64.38M"
65,409.Lords of Chaos(2018),(2018),R,118 min,"Biography, Drama, Horror",6.6,"48        
        Metascore",A teenager's quest to launch Norwegian Black Metal in Oslo in the early 1990s results in a very violent outcome.,"Votes:
16,210
| Gross:
$0.25M"
66,410.All Eyez on Me(2017),(2017),R,139 min,"Biography, Drama, Music",5.8,"38        
        Metascore","Tells the true and untold story of prolific rapper, actor, poet and activist Tupac Shakur.","Votes:
23,423
| Gross:
$44.92M"
67,411.Masterminds(I) (2016),(I) (2016),PG-13,95 min,"Biography, Comedy, Crime",5.8,"47        
        Metascore",A guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history. Based on the October 1997 Loomis Fargo robbery.,"Votes:
55,982
| Gross:
$17.36M"
68,412.Battle of the Sexes(2017),(2017),PG-13,121 min,"Biography, Comedy, Drama",6.7,"73        
        Metascore",The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,"Votes:
56,057
| Gross:
$12.64M"
69,413.Kill Your Darlings(2013),(2013),R,104 min,"Biography, Drama, Romance",6.4,"65        
        Metascore","A murder in 1944 draws together the great poets of the beat generation: Allen Ginsberg, Jack Kerouac, and William Burroughs.","Votes:
38,665
| Gross:
$1.03M"
70,416.The Straight Story(1999),(1999),G,112 min,"Biography, Drama",8.0,"86        
        Metascore",An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,"Votes:
90,786
| Gross:
$6.20M"
71,418.Funny Girl(1968),(1968),G,151 min,"Biography, Comedy, Drama",7.3,"89        
        Metascore","The life of Fanny Brice, famed comedienne and entertainer of the early 1900s. We see her rise to fame as a Ziegfeld girl, subsequent career, and her personal life, particularly her relationship with Nick Arnstein.","Votes:
23,090
| Gross:
$58.50M"
72,421.Above Suspicion(2019),(2019),R,104 min,"Action, Biography, Crime",5.6,"46        
        Metascore",The true-crime story leading to the first-ever conviction of an F.B.I. Agent for murder.,"Votes:
5,863"
73,423.True History of the Kelly Gang(2019),(2019),R,124 min,"Biography, Crime, Drama",6.0,"75        
        Metascore",Australian bushranger Ned Kelly and his gang flee from authorities during the 1870s.,"Votes:
11,531"
74,426.Radioactive(2019),(2019),PG-13,109 min,"Biography, Drama, Romance",6.2,"56        
        Metascore",The incredible true story of Marie Sklodowska-Curie and her Nobel Prize-winning work that changed the world.,"Votes:
18,582"
75,427.Welcome to Marwen(2018),(2018),PG-13,116 min,"Biography, Comedy, Drama",6.2,"40        
        Metascore",A victim of a brutal attack finds a unique and beautiful therapeutic outlet to help him through his recovery process.,"Votes:
24,168
| Gross:
$10.76M"
76,428.Flee(2021),(2021),PG-13,89 min,"Documentary, Animation, Biography",7.9,"91        
        Metascore","FLEE tells the extraordinary true story of a man, Amin, on the verge of marriage which compels him to reveal his hidden past for the first time.","Votes:
16,265"
77,430.Patton(1970),(1970),GP,172 min,"Biography, Drama, War",7.9,"91        
        Metascore",The World War II phase of the career of controversial American general George S. Patton.,"Votes:
102,425
| Gross:
$61.70M"
78,431.Stand and Deliver(1988),(1988),PG,103 min,"Biography, Drama",7.3,"77        
        Metascore","The story of Jaime Escalante, a high school teacher who successfully inspired his dropout-prone students to learn calculus.","Votes:
20,558
| Gross:
$13.99M"
79,432.Loving Vincent(2017),(2017),PG-13,94 min,"Animation, Biography, Crime",7.8,"62        
        Metascore","In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.","Votes:
58,167
| Gross:
$6.74M"
80,433.Elizabeth: The Golden Age(2007),(2007),PG-13,114 min,"Biography, Drama, History",6.8,"45        
        Metascore","A mature Queen Elizabeth endures multiple crises late in her reign including court intrigues, an assassination plot, the Spanish Armada, and romantic disappointments.","Votes:
71,859
| Gross:
$16.29M"
81,435.The Two Popes(2019),(2019),PG-13,125 min,"Biography, Comedy, Drama",7.6,"75        
        Metascore","Behind Vatican walls, the conservative Pope Benedict XVI and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church.","Votes:
123,616"
82,436.Bad Education(2019),(2019),TV-MA,108 min,"Biography, Comedy, Crime",7.1,"79        
        Metascore","The beloved superintendent of New York's Roslyn school district and his staff, friends and relatives become the prime suspects in the unfolding of the single largest public school embezzlement scandal in American history.","Votes:
40,404"
83,438.Radio(2003),(2003),PG,109 min,"Biography, Drama, Sport",6.9,"38        
        Metascore",The story of a high school coach and the developmentally challenged man who he took under his wing.,"Votes:
41,350
| Gross:
$52.28M"
84,439.Hunger(2008),(2008),Not Rated,96 min,"Biography, Crime, Drama",7.5,"82        
        Metascore",Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.,"Votes:
70,655
| Gross:
$0.15M"
85,442.Professor Marston & the Wonder Women(2017),(2017),R,108 min,"Biography, Drama, History",7.0,"68        
        Metascore","The story of psychologist William Moulton Marston, and his polyamorous relationship with his wife and their mistress who would inspire his creation of the superheroine, Wonder Woman.","Votes:
26,567
| Gross:
$1.59M"
86,445.Gods and Monsters(1998),(1998),R,105 min,"Biography, Drama",7.4,"74        
        Metascore",The last days of Frankenstein (1931) director James Whale are explored.,"Votes:
31,173
| Gross:
$6.39M"
87,446.The Swimmers(2022),(2022),PG-13,134 min,"Biography, Drama, Sport",7.5,"56        
        Metascore",A story of the miraculous journey made by swimming sisters Yusra and Sarah Mardini who fled as refugees from war-torn Syria all the way to the 2016 Rio Olympics.,"Votes:
98"
88,447.Shirley(2020),(2020),R,107 min,"Biography, Drama, Mystery",6.1,"76        
        Metascore",A famous horror writer finds inspiration for her next book after she and her husband take in a young couple.,"Votes:
11,707"
89,448.Invincible(2006),(2006),PG,105 min,"Biography, Drama, Sport",7.0,"63        
        Metascore","Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976.","Votes:
71,489
| Gross:
$57.79M"
90,449.The Pirates of Somalia(2017),(2017),R,116 min,"Biography, Drama",6.7,"54        
        Metascore","In 2008, rookie journalist Jay Bahadur forms a half-baked plan to embed himself with the pirates of Somalia. He ultimately succeeds in providing the first close-up look into who these men are, how they live, and the forces that drive them.","Votes:
10,200"
91,450.24 Hour Party People(2002),(2002),R,117 min,"Biography, Comedy, Drama",7.3,"85        
        Metascore","In 1976, Tony Wilson sets up Factory Records and brings Manchester's music to the world.","Votes:
37,606
| Gross:
$1.13M"
92,402.The Parent Trap(1998),(1998),PG,128 min,"Adventure, Comedy, Drama",6.6,"64        
        Metascore","Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","Votes:
138,261
| Gross:
$66.31M"
93,405.Major League(1989),(1989),R,107 min,"Comedy, Sport",7.2,"62        
        Metascore","The new owner of the Cleveland Indians puts together a purposely horrible team so they'll lose and she can move the team. But when the plot is uncovered, they start winning just to spite her.","Votes:
70,157
| Gross:
$49.80M"
94,406.Happy Gilmore(1996),(1996),PG-13,92 min,"Comedy, Sport",7.0,"31        
        Metascore",A rejected hockey player puts his skills to the golf course to save his grandmother's house.,"Votes:
225,667
| Gross:
$38.62M"
95,407.The World's End(2013),(2013),R,109 min,"Action, Comedy, Sci-Fi",6.9,"81        
        Metascore",Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.,"Votes:
282,281
| Gross:
$26.00M"
96,408.Buffy the Vampire Slayer(1992),(1992),PG-13,86 min,"Action, Comedy, Fantasy",5.6,"48        
        Metascore",Flighty teenage girl Buffy Summers learns that she is her generation's destined battler of vampires.,"Votes:
45,294
| Gross:
$16.62M"
97,410.Blended(2014),(2014),PG-13,117 min,"Comedy, Romance",6.5,"31        
        Metascore","After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attraction grows as their respective kids benefit from the burgeoning relationship.","Votes:
133,071
| Gross:
$46.29M"
98,412.Idiocracy(2006),(2006),R,84 min,"Adventure, Comedy, Sci-Fi",6.5,"66        
        Metascore","Private Joe Bauers, a decisively average American, is selected as a guinea pig for a top-secret hibernation program but is forgotten, awakening to a future so incredibly moronic he's easily the most intelligent person alive.","Votes:
163,930
| Gross:
$0.44M"
99,414.The Witches(2020),(2020),PG,106 min,"Adventure, Comedy, Family",5.3,"47        
        Metascore",A young boy and his grandmother have a run-in with a coven of witches and their leader.,"Votes:
40,977"
100,417.We're the Millers(2013),(2013),R,110 min,"Comedy, Crime",7.0,"44        
        Metascore",A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,"Votes:
448,587
| Gross:
$150.39M"
101,418.Father of the Bride(1991),(1991),PG,105 min,"Comedy, Family, Romance",6.5,"51        
        Metascore","With his oldest daughter's wedding approaching, a father finds himself reluctant to let go.","Votes:
77,476
| Gross:
$89.33M"
102,420.Ghostbusters II(1989),(1989),PG,108 min,"Action, Comedy, Fantasy",6.6,"56        
        Metascore",The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.,"Votes:
207,538
| Gross:
$112.49M"
103,421.Silver Linings Playbook(2012),(2012),R,122 min,"Comedy, Drama, Romance",7.7,"81        
        Metascore","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.","Votes:
707,261
| Gross:
$132.09M"
104,422.Teenage Mutant Ninja Turtles(1990),(1990),PG,93 min,"Action, Adventure, Comedy",6.7,"51        
        Metascore",Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.,"Votes:
94,711
| Gross:
$135.27M"
105,423.The Nice Guys(2016),(2016),R,116 min,"Action, Comedy, Crime",7.3,"70        
        Metascore","In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.","Votes:
326,312
| Gross:
$36.26M"
106,424.Legally Blonde(2001),(2001),PG-13,96 min,"Comedy, Romance",6.4,"59        
        Metascore","Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school. While she is there, she figures out that there is more to her than just looks.","Votes:
218,209
| Gross:
$96.52M"
