,title,year,advisory,movie_length,genre,rating,metascore,description,votes
11,"313.The Chronicles of Narnia: The Lion, the Witch and the Wardrobe(2005)",(2005),PG,143 min,"Adventure, Family, Fantasy",6.9,"75        
        Metascore",Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.,"Votes:
397,410
| Gross:
$291.71M"
12,314.Goosebumps(2015),(2015),PG,103 min,"Adventure, Comedy, Fantasy",6.3,"60        
        Metascore","A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.","Votes:
89,033
| Gross:
$80.08M"
13,315.Wendell & Wild(2022),(2022),PG-13,105 min,"Animation, Adventure, Comedy",6.9,"71        
        Metascore","Two scheming demon brothers, Wendell and Wild, enlist the aid of 13-year-old Kat Elliot (Lyric Ross) to summon them to the Land of the Living.","Votes:
144"
14,316.Turning Red(2022),(2022),PG,100 min,"Animation, Adventure, Comedy",7.0,"83        
        Metascore",A 13-year-old girl named Meilin turns into a giant red panda whenever she gets too excited.,"Votes:
116,645"
15,317.Toy Story(1995),(1995),G,81 min,"Animation, Adventure, Comedy",8.3,"95        
        Metascore",A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,"Votes:
986,120
| Gross:
$191.80M"
16,318.The Hunger Games: Catching Fire(2013),(2013),PG-13,146 min,"Action, Adventure, Sci-Fi",7.5,"76        
        Metascore",Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,"Votes:
662,238
| Gross:
$424.67M"
17,319.Dr. No(1962),(1962),PG,110 min,"Action, Adventure, Thriller",7.2,"78        
        Metascore",A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.,"Votes:
167,787
| Gross:
$16.07M"
18,321.Zootopia(2016),(2016),PG,108 min,"Animation, Adventure, Comedy",8.0,"78        
        Metascore","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.","Votes:
494,985
| Gross:
$341.27M"
19,322.Shrek(2001),(2001),PG,90 min,"Animation, Adventure, Comedy",7.9,"84        
        Metascore","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.","Votes:
672,635
| Gross:
$267.67M"
20,323.Inside Out(I) (2015),(I) (2015),PG,95 min,"Animation, Adventure, Comedy",8.2,"94        
        Metascore","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.","Votes:
707,102
| Gross:
$356.46M"
21,324.Hercules(1997),(1997),G,93 min,"Animation, Adventure, Comedy",7.3,"74        
        Metascore",The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,"Votes:
231,203
| Gross:
$99.05M"
22,325.Austin Powers: International Man of Mystery(1997),(1997),PG-13,89 min,"Adventure, Comedy",7.0,"51        
        Metascore",A world-class playboy and part-time secret agent from the 1960s emerges after thirty years in a cryogenic state to battle with his nemesis Dr. Evil.,"Votes:
240,843
| Gross:
$53.88M"
23,326.Almost Famous(2000),(2000),R,122 min,"Adventure, Comedy, Drama",7.9,"90        
        Metascore",A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.,"Votes:
276,155
| Gross:
$32.53M"
24,327.Kingdom of Heaven(2005),(2005),R,144 min,"Action, Adventure, Drama",7.2,"63        
        Metascore","Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.","Votes:
288,674
| Gross:
$47.40M"
25,329.Star Wars: Episode V - The Empire Strikes Back(1980),(1980),PG,124 min,"Action, Adventure, Fantasy",8.7,"82        
        Metascore","After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett.","Votes:
1,281,142
| Gross:
$290.48M"
26,330.Star Wars: Episode I - The Phantom Menace(1999),(1999),PG,136 min,"Action, Adventure, Fantasy",6.5,"51        
        Metascore","Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory.","Votes:
801,251
| Gross:
$474.54M"
27,332.The Lion King(2019),(2019),PG,118 min,"Animation, Adventure, Drama",6.8,"55        
        Metascore","After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.","Votes:
244,235
| Gross:
$543.64M"
28,334.Mission: Impossible - Fallout(2018),(2018),PG-13,147 min,"Action, Adventure, Thriller",7.7,"86        
        Metascore","Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.","Votes:
331,310
| Gross:
$220.16M"
29,336.The Sea Beast(2022),(2022),PG,115 min,"Animation, Adventure, Comedy",7.1,"74        
        Metascore","When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters - and make history to boot.","Votes:
38,076"
30,337.X-Men: Dark Phoenix(2019),(2019),PG-13,113 min,"Action, Adventure, Sci-Fi",5.7,"43        
        Metascore","Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.","Votes:
186,708
| Gross:
$65.85M"
31,338.Into the Wild(2007),(2007),R,148 min,"Adventure, Biography, Drama",8.1,"73        
        Metascore","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.","Votes:
621,147
| Gross:
$18.35M"
32,339.Harry Potter and the Half-Blood Prince(2009),(2009),PG,153 min,"Action, Adventure, Family",7.6,"78        
        Metascore","As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.","Votes:
540,713
| Gross:
$301.96M"
33,341.Dune(1984),(1984),PG-13,137 min,"Action, Adventure, Sci-Fi",6.3,"41        
        Metascore",A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis to free their desert world from the emperor's rule.,"Votes:
162,137
| Gross:
$30.93M"
34,342.Anastasia(1997),(1997),G,94 min,"Animation, Adventure, Drama",7.1,"61        
        Metascore","The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death.","Votes:
124,288
| Gross:
$58.41M"
35,345.Charlotte's Web(2006),(2006),G,97 min,"Adventure, Comedy, Family",6.3,"68        
        Metascore","Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.","Votes:
42,690
| Gross:
$82.99M"
36,347.Jumanji: Welcome to the Jungle(2017),(2017),PG-13,119 min,"Action, Adventure, Comedy",6.9,"58        
        Metascore","Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.","Votes:
377,731
| Gross:
$404.52M"
37,348.Cannibal Holocaust(1980),(1980),Unrated,95 min,"Adventure, Horror",5.8,"22        
        Metascore","During a rescue mission into the Amazon rainforest, a professor stumbles across lost film shot by a missing documentary crew.","Votes:
56,139"
38,350.The Fast and the Furious(2001),(2001),PG-13,106 min,"Action, Adventure, Crime",6.8,"58        
        Metascore",Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.,"Votes:
384,923
| Gross:
$144.53M"
39,302.Trolls(2016),(2016),PG,92 min,"Animation, Adventure, Comedy",6.4,"55        
        Metascore","After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends.","Votes:
82,143
| Gross:
$153.71M"
40,303.Space Jam: A New Legacy(2021),(2021),PG,115 min,"Animation, Adventure, Comedy",4.5,"36        
        Metascore","A rogue artificial intelligence kidnaps the son of famed basketball player LeBron James, who then has to work with Bugs Bunny to win a basketball game.","Votes:
71,505"
41,304.The Peanuts Movie(2015),(2015),G,88 min,"Animation, Adventure, Comedy",7.0,"67        
        Metascore","Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life.","Votes:
46,386
| Gross:
$130.18M"
42,305.Isle of Dogs(2018),(2018),PG-13,101 min,"Animation, Adventure, Comedy",7.8,"82        
        Metascore","Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.","Votes:
168,219
| Gross:
$32.02M"
43,307.Kung Fu Panda 3(2016),(2016),PG,95 min,"Animation, Action, Adventure",7.1,"66        
        Metascore","Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.","Votes:
159,026
| Gross:
$143.53M"
44,308.The Bob's Burgers Movie(2022),(2022),PG-13,102 min,"Animation, Adventure, Comedy",7.0,"75        
        Metascore","The Belchers try to save the restaurant from closing as a sinkhole forms in front of it, while the kids try to solve a mystery that could save their family's restaurant.","Votes:
16,264"
45,309.Happy Feet(2006),(2006),PG,108 min,"Animation, Adventure, Comedy",6.4,"77        
        Metascore","Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!","Votes:
186,466
| Gross:
$198.00M"
46,310.Angry Birds(2016),(2016),PG,97 min,"Animation, Action, Adventure",6.3,"43        
        Metascore","When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to.","Votes:
93,217
| Gross:
$107.51M"
47,312.Kiki's Delivery Service(1989),(1989),G,103 min,"Animation, Adventure, Family",7.8,"83        
        Metascore","A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.","Votes:
144,538"
48,313.Sleeping Beauty(1959),(1959),G,75 min,"Animation, Adventure, Family",7.2,"85        
        Metascore","After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies.","Votes:
149,301
| Gross:
$51.60M"
49,314.Despicable Me 3(2017),(2017),PG,89 min,"Animation, Adventure, Comedy",6.2,"49        
        Metascore","Gru meets his long-lost, charming, cheerful, and more successful twin brother Dru, who wants to team up with him for one last criminal heist.","Votes:
135,746
| Gross:
$264.62M"
50,315.Alice in Wonderland(1951),(1951),G,75 min,"Animation, Adventure, Comedy",7.4,"68        
        Metascore",Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.,"Votes:
142,262
| Gross:
$1.07M"
51,318.The Adventures of Tintin(2011),(2011),PG,107 min,"Animation, Action, Adventure",7.3,"68        
        Metascore",Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,"Votes:
231,426
| Gross:
$77.59M"
52,319.The AristoCats(1970),(1970),G,78 min,"Animation, Adventure, Comedy",7.1,"66        
        Metascore","With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.","Votes:
104,623
| Gross:
$37.68M"
53,322.Klaus(2019),(2019),PG,96 min,"Animation, Adventure, Comedy",8.1,"65        
        Metascore","A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.","Votes:
147,768"
54,323.Ferdinand(2017),(2017),PG,108 min,"Animation, Adventure, Comedy",6.7,"58        
        Metascore","After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.","Votes:
57,653
| Gross:
$84.41M"
55,325.Bolt(2008),(2008),PG,96 min,"Animation, Adventure, Comedy",6.8,"67        
        Metascore",The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.,"Votes:
211,222
| Gross:
$114.05M"
56,327.Kung Fu Panda 2(2011),(2011),PG,90 min,"Animation, Action, Adventure",7.2,"67        
        Metascore","Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.","Votes:
284,569
| Gross:
$165.25M"
57,328.Cinderella(1950),(1950),G,74 min,"Animation, Family, Fantasy",7.3,"85        
        Metascore","When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq and from her Fairy Godmother.","Votes:
160,726
| Gross:
$85.00M"
58,330.Peter Pan(1953),(1953),G,77 min,"Animation, Adventure, Family",7.3,"76        
        Metascore","Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.","Votes:
140,371
| Gross:
$87.40M"
59,331.Finding Dory(2016),(2016),PG,97 min,"Animation, Adventure, Comedy",7.3,"77        
        Metascore",Friendly but forgetful blue tang Dory begins a search for her long-lost parents and everyone learns a few things about the real meaning of family along the way.,"Votes:
275,330
| Gross:
$486.30M"
60,333.A Goofy Movie(1995),(1995),G,78 min,"Animation, Adventure, Comedy",6.9,"53        
        Metascore","When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy.","Votes:
55,101
| Gross:
$35.35M"
61,334.Meet the Robinsons(2007),(2007),G,95 min,"Animation, Adventure, Comedy",6.8,"61        
        Metascore","Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate.","Votes:
100,747
| Gross:
$97.82M"
62,337.Flushed Away(2006),(2006),PG,85 min,"Animation, Action, Adventure",6.6,"74        
        Metascore","The story of an uptown rat that gets flushed down the toilet from his penthouse apartment, ending in the sewers of London, where he has to learn a whole new and different way of life.","Votes:
126,599
| Gross:
$64.67M"
63,338.Spirit: Stallion of the Cimarron(2002),(2002),G,83 min,"Animation, Adventure, Drama",7.1,"52        
        Metascore","A wild stallion is captured by humans and slowly loses the will to resist training, yet, throughout his struggles for freedom, the stallion refuses to let go of the hope of one day returning home to his herd.","Votes:
76,462
| Gross:
$73.28M"
64,339.Ron's Gone Wrong(2021),(2021),PG,107 min,"Animation, Adventure, Comedy",7.0,"65        
        Metascore","The story of Barney, an awkward middle-schooler and Ron, his new walking, talking, digitally-connected device. Ron's malfunctions set against the backdrop of the social media age launch them on a journey to learn about true friendship.","Votes:
33,633"
65,340.The Croods: A New Age(2020),(2020),PG,95 min,"Animation, Adventure, Comedy",6.9,"56        
        Metascore","The prehistoric family the Croods are challenged by a rival family the Bettermans, who claim to be better and more evolved.","Votes:
43,300
| Gross:
$58.57M"
66,341.How to Train Your Dragon 2(2014),(2014),PG,102 min,"Animation, Action, Adventure",7.8,"77        
        Metascore","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.","Votes:
334,911
| Gross:
$177.00M"
67,343.Cool World(1992),(1992),PG-13,102 min,"Animation, Comedy, Fantasy",4.8,"28        
        Metascore","When Jack Deebs was behind bars he found escape by creating Cool World, a cartoon series featuring a vixen named Holli Would. The flesh proves weaker than ink, however, as Holli takes human form in Las Vegas.","Votes:
23,406
| Gross:
$14.11M"
68,344.Rise of the Guardians(2012),(2012),PG,97 min,"Animation, Action, Adventure",7.2,"58        
        Metascore","When the evil spirit Pitch launches an assault on Earth, the Immortal Guardians team up to protect the innocence of children all around the world.","Votes:
175,345
| Gross:
$103.41M"
69,347.Open Season(2006),(2006),PG,86 min,"Animation, Adventure, Comedy",6.1,"49        
        Metascore","Boog, a domesticated 900lb. Grizzly bear, finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.","Votes:
96,933
| Gross:
$85.11M"
70,301.Foxcatcher(2014),(2014),R,134 min,"Biography, Drama, History",7.0,"81        
        Metascore","U.S. Olympic wrestling champions and brothers Mark Schultz and Dave Schultz join ""Team Foxcatcher"", led by eccentric multi-millionaire John du Pont, as they train for the 1988 Olympic Games in Seoul, South Korea, but John's self-destructive behavior threatens to consume them all.","Votes:
143,190
| Gross:
$12.10M"
71,"302.Don't Worry, He Won't Get Far on Foot(2018)",(2018),R,114 min,"Biography, Comedy, Drama",6.8,"67        
        Metascore","On the rocky path to sobriety after a life-changing accident, John Callahan discovers the healing power of art, willing his injured hands into drawing hilarious, often controversial cartoons, which bring him a new lease on life.","Votes:
27,284
| Gross:
$1.44M"
72,303.The Infiltrator(2016),(2016),R,127 min,"Biography, Crime, Drama",7.0,"66        
        Metascore",A U.S. Customs official uncovers a money laundering scheme involving Colombian drug lord Pablo Escobar.,"Votes:
74,328
| Gross:
$15.43M"
73,304.The Insider(1999),(1999),R,157 min,"Biography, Drama, Thriller",7.8,"84        
        Metascore",A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,"Votes:
171,626
| Gross:
$28.97M"
74,305.The Glass Castle(2017),(2017),PG-13,127 min,"Biography, Drama",7.1,"56        
        Metascore",A young girl comes of age in a dysfunctional family of nonconformist nomads with a mother who's an eccentric artist and an alcoholic father who would stir the children's imagination with hope as a distraction to their poverty.,"Votes:
34,003
| Gross:
$17.27M"
75,306.I Am Woman(2019),(2019),TV-MA,116 min,"Biography, Drama, Music",6.6,"54        
        Metascore",The story of 1970s musician and activist Helen Reddy.,"Votes:
2,425"
76,307.Capone(2020),(2020),R,103 min,"Biography, Crime, Drama",4.7,"46        
        Metascore","After 10 years in prison, 47-year-old Al Capone starts to suffer from dementia and comes to be haunted by his violent past.","Votes:
20,944"
77,308.Saving Mr. Banks(2013),(2013),PG-13,125 min,"Biography, Comedy, Drama",7.5,"65        
        Metascore","Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.","Votes:
162,410
| Gross:
$83.30M"
78,310.The Jeffrey Dahmer Files(2012),(2012),Not Rated,76 min,"Documentary, Biography, Crime",6.3,"61        
        Metascore","An experimental documentary that uses archival footage, interviews, and fictionalized scenarios to tell the story of the people around Jeffrey Dahmer, during the summer of his arrest in 1991.","Votes:
2,062"
79,312.Julie & Julia(2009),(2009),PG-13,123 min,"Biography, Drama, Romance",7.0,"66        
        Metascore",Julia Child's story of her start in the cooking profession is intertwined with blogger Julie Powell's 2002 challenge to cook all the recipes in Child's first book.,"Votes:
119,936
| Gross:
$94.13M"
80,313.Chaplin(1992),(1992),PG-13,143 min,"Biography, Comedy, Drama",7.5,"47        
        Metascore","An elderly Charlie Chaplin discusses his autobiography with his editor, recounting his amazing journey from his poverty-stricken childhood to world-wide success after the ingenious invention of the Little Tramp.","Votes:
58,064
| Gross:
$9.49M"
81,315.Can You Ever Forgive Me?(2018),(2018),R,106 min,"Biography, Comedy, Crime",7.1,"87        
        Metascore","When Lee Israel falls out of step with current tastes, she turns her art form to deception.","Votes:
52,573
| Gross:
$8.80M"
82,317.Devil's Knot(2013),(2013),Not Rated,114 min,"Biography, Crime, Drama",6.1,"42        
        Metascore",The savage murders of three young children sparks a controversial trial of three teenagers accused of killing the kids as part of a Satanic ritual.,"Votes:
22,105"
83,320.The Last King of Scotland(2006),(2006),R,123 min,"Biography, Drama, History",7.6,"74        
        Metascore",Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,"Votes:
186,739
| Gross:
$17.61M"
84,321.The New World(2005),(2005),PG-13,135 min,"Biography, Drama, History",6.7,"69        
        Metascore","The story of the English exploration of Virginia, and of the changing world and loves of Pocahontas.","Votes:
86,748
| Gross:
$12.71M"
85,322.Georgetown(2019),(2019),R,99 min,"Biography, Crime, Drama",6.2,"49        
        Metascore","Ulrich Mott, an ambitious social climber, marries a wealthy widow in Washington D.C. in order to mix with powerful political players.","Votes:
3,490"
86,323.The Devils(1971),(1971),R,111 min,"Biography, Drama, History",7.8,"49        
        Metascore","In 17th-century France, Father Urbain Grandier seeks to protect the city of Loudun from the corrupt establishment of Cardinal Richelieu. Hysteria occurs within the city when he is accused of witchcraft by a sexually-repressed nun.","Votes:
16,427
| Gross:
$1.13M"
87,324.La Vie en Rose(2007),(2007),PG-13,140 min,"Biography, Drama, Music",7.6,"66        
        Metascore","Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.","Votes:
87,334
| Gross:
$10.30M"
88,325.Chopper(2000),(2000),R,94 min,"Biography, Crime, Drama",7.1,"68        
        Metascore","Chopper tells the intense story of Mark ""Chopper"" Read, a legendary criminal who wrote his autobiography while serving a jail sentence in prison. His book, ""From the Inside"", upon which the film is based, was a best-seller.","Votes:
39,297
| Gross:
$0.23M"
89,326.A Hidden Life(2019),(2019),PG-13,174 min,"Biography, Drama, Romance",7.4,"78        
        Metascore","The Austrian Franz Jägerstätter, a conscientious objector, refuses to fight for the Nazis in World War II.","Votes:
24,501"
90,328.Operation Finale(2018),(2018),PG-13,122 min,"Biography, Drama, History",6.6,"58        
        Metascore",A team of secret agents set out to track down the Nazi officer who masterminded the Holocaust.,"Votes:
42,835
| Gross:
$17.61M"
91,329.Invictus(2009),(2009),PG-13,134 min,"Action, Biography, Drama",7.3,"74        
        Metascore","Nelson Mandela, in his first term as President of South Africa, initiates a unique venture to unite the Apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup.","Votes:
160,113
| Gross:
$37.49M"
92,330.A Call to Spy(2019),(2019),PG-13,123 min,"Biography, Crime, Drama",6.6,"65        
        Metascore","In the beginning of WWII, with Britain becoming desperate, Churchill orders his new spy agency - SOE - to recruit and train women as spies.","Votes:
7,869"
93,331.A Dangerous Method(2011),(2011),R,99 min,"Biography, Drama, Romance",6.4,"76        
        Metascore",A look at how the intense relationship between Carl Jung and Sigmund Freud gives birth to psychoanalysis.,"Votes:
104,020
| Gross:
$5.70M"
94,332.The Stanford Prison Experiment(2015),(2015),R,122 min,"Biography, Drama, History",6.8,"67        
        Metascore","In 1971, twenty-four male students are selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.","Votes:
42,996
| Gross:
$0.64M"
95,333.Get Rich or Die Tryin'(2005),(2005),R,117 min,"Biography, Crime, Drama",5.4,"45        
        Metascore",A tale of an inner city drug dealer who turns away from a life of crime to pursue his passion of rap music.,"Votes:
47,633
| Gross:
$30.98M"
96,335.Men of Honor(2000),(2000),R,129 min,"Biography, Drama",7.2,"56        
        Metascore","The story of Carl Brashear, the first African-American U.S. Navy Diver, and the man who trained him.","Votes:
117,532
| Gross:
$48.82M"
97,337.Rise(II) (2022),(II) (2022),PG,113 min,"Biography, Drama, Sport",7.0,"74        
        Metascore",Based on the real life story about the family that produced the first trio of brothers to become NBA champions in the history of the league.,"Votes:
6,310"
98,338.La Bamba(1987),(1987),PG-13,108 min,"Biography, Drama, Music",6.9,"65        
        Metascore",Biographical story of the rise from nowhere of early rock and roll singer Ritchie Valens who died at age 17 in a plane crash with Buddy Holly and The Big Bopper.,"Votes:
33,979
| Gross:
$54.22M"
99,339.I'm Not There(2007),(2007),R,135 min,"Biography, Drama, Music",6.8,"73        
        Metascore","Ruminations on the life of Bob Dylan, where six characters embody a different aspect of the musician's life and work.","Votes:
59,128
| Gross:
$4.02M"
100,340.Malcolm X(1992),(1992),PG-13,202 min,"Biography, Drama, History",7.7,"73        
        Metascore","Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.","Votes:
94,986
| Gross:
$48.17M"
101,341.Confessions of a Dangerous Mind(2002),(2002),R,113 min,"Biography, Comedy, Crime",7.0,"67        
        Metascore","An adaptation of the cult memoir of game show impresario Chuck Barris (Sam Rockwell), in which he purports to have been a C.I.A. hitman.","Votes:
88,670
| Gross:
$16.00M"
102,342.A United Kingdom(2016),(2016),PG-13,111 min,"Biography, Drama, History",6.9,"65        
        Metascore","The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.","Votes:
16,266
| Gross:
$3.90M"
103,343.Concussion(2015),(2015),PG-13,123 min,"Biography, Drama, Sport",7.1,"55        
        Metascore","In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.","Votes:
95,420
| Gross:
$34.54M"
104,344.The Great Debaters(2007),(2007),PG-13,126 min,"Biography, Drama, Romance",7.5,"65        
        Metascore","A drama based on the true story of Melvin B. Tolson, a professor at Wiley College Texas. In 1935, he inspired students to form the school's first debate team, which went on to challenge Harvard in the national championship.","Votes:
59,229
| Gross:
$30.23M"
