,title,year,advisory,movie_length,genre,rating,metascore,description,votes
52,494.The Witcher: Nightmare of the Wolf(2021),(2021),TV-MA,83 min,"Animation, Action, Adventure",7.2,"67        
        Metascore","Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.","Votes:
43,848"
53,495.The Ice Age Adventures of Buck Wild(2022),(2022),PG,82 min,"Animation, Adventure, Comedy",4.3,"30        
        Metascore","The Ice Age Adventures of Buck Wild continues the escapades of the possum brothers Crash and Eddie who set out to find a place of their own. Together with the one-eyed weasel, Buck Wild, they face the dinosaurs who inhabit the Lost World.","Votes:
13,511"
54,499.The Adventures of Ichabod and Mr. Toad(1949),(1949),Approved,68 min,"Animation, Comedy, Family",6.9,"74        
        Metascore","An animated adaptation of ""The Wind in the Willows"" followed by an adaptation of ""The Legend of Sleepy Hollow"".","Votes:
15,982"
55,456.The Runaways(2010),(2010),R,106 min,"Biography, Drama, Music",6.5,"65        
        Metascore",A coming-of-age biographical film about the 1970s teenage all-girl rock band The Runaways. The relationship between band members Cherie Currie and Joan Jett is also explored.,"Votes:
49,359
| Gross:
$3.57M"
56,457.Selma(2014),(2014),PG-13,128 min,"Biography, Drama, History",7.5,"80        
        Metascore","A chronicle of Dr. Martin Luther King, Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965.","Votes:
91,866
| Gross:
$52.08M"
57,"459.McFarland, USA(2015)",(2015),PG,129 min,"Biography, Drama, Sport",7.4,"60        
        Metascore","Jim White moves his family after losing his last job as a football coach, and at his new school he turns seven disappointing students into one of the best cross-country teams in the region.","Votes:
39,203
| Gross:
$44.47M"
58,460.The Snowtown Murders(2011),(2011),Not Rated,119 min,"Biography, Crime, Drama",6.6,"66        
        Metascore","Based on true events, 16 year-old Jamie falls in with his mother's new boyfriend and his crowd of self-appointed neighborhood watchmen, a relationship that leads to a spree of torture and murder.","Votes:
19,168
| Gross:
$0.01M"
59,461.Ted Bundy(2002),(2002),R,99 min,"Biography, Crime, Drama",5.8,"37        
        Metascore",The story of serial killer Ted Bundy.,"Votes:
7,754
| Gross:
$0.01M"
60,462.Persepolis(2007),(2007),PG-13,96 min,"Animation, Biography, Drama",8.0,"90        
        Metascore",A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,"Votes:
94,990
| Gross:
$4.45M"
61,463.Lansky(2021),(2021),R,119 min,"Biography, Crime, Drama",6.2,"45        
        Metascore","When the aging Meyer Lansky is investigated by the Feds, who suspect he has stashed away millions of dollars over half a century, the retired gangster reveals the untold truth about his life as the boss of the National Crime Syndicate.","Votes:
7,877"
62,464.My Left Foot(1989),(1989),R,103 min,"Biography, Drama",7.9,"97        
        Metascore","Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.","Votes:
74,667
| Gross:
$14.74M"
63,465.I Still Believe(2020),(2020),PG,116 min,"Biography, Drama, Music",6.4,"41        
        Metascore",The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,"Votes:
12,154"
64,466.Pawn Sacrifice(2014),(2014),PG-13,115 min,"Biography, Drama, History",7.0,"65        
        Metascore","Set during the Cold War, American chess prodigy Bobby Fischer finds himself caught between two superpowers and his own struggles as he challenges the Soviet Empire.","Votes:
45,898
| Gross:
$2.44M"
65,467.Orlando(1992),(1992),PG-13,94 min,"Biography, Drama, Fantasy",7.1,"74        
        Metascore","After Queen Elizabeth I commands him not to grow old, a young nobleman struggles with love and his place in the world.","Votes:
16,776
| Gross:
$5.29M"
66,468.Jobs(2013),(2013),PG-13,128 min,"Biography, Drama",6.0,"44        
        Metascore",The story of Steve Jobs' ascension from college dropout into one of the most revered creative entrepreneurs of the 20th century.,"Votes:
98,720
| Gross:
$16.13M"
67,471.Sid and Nancy(1986),(1986),R,112 min,"Biography, Drama, Music",7.0,"76        
        Metascore","The relationship between Sid Vicious, bassist for British punk group Sex Pistols, and his girlfriend Nancy Spungen is portrayed.","Votes:
32,683
| Gross:
$2.83M"
68,472.Clouds(I) (2020),(I) (2020),PG-13,121 min,"Biography, Drama, Music",7.5,"55        
        Metascore","Based on real events, a Young musician discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.","Votes:
10,273"
69,473.True Story(I) (2015),(I) (2015),R,99 min,"Biography, Crime, Drama",6.3,"50        
        Metascore",When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse.,"Votes:
69,149
| Gross:
$4.72M"
70,475.Maudie(2016),(2016),PG-13,115 min,"Biography, Drama, Romance",7.6,"65        
        Metascore",An arthritic Nova Scotia woman works as a housekeeper while she hones her skills as an artist and eventually becomes a beloved figure in the community.,"Votes:
18,903
| Gross:
$6.17M"
71,476.Mirror(1975),(1975),Not Rated,107 min,"Biography, Drama",8.0,"80        
        Metascore","A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.","Votes:
46,953
| Gross:
$0.18M"
72,477.Sergio(2020),(2020),R,118 min,"Biography, Drama, History",6.2,"55        
        Metascore","A sweeping drama set in the chaotic aftermath of the US invasion of Iraq, where the life of top UN diplomat Sergio Vieira de Mello hangs in the balance during the most treacherous mission of his career.","Votes:
10,016"
73,479.Kinsey(2004),(2004),R,118 min,"Biography, Drama, Romance",7.1,"79        
        Metascore","A look at the life of Alfred Kinsey, a pioneer in the area of human sexuality research, whose 1948 publication ""Sexual Behavior in the Human Male"" was one of the first recorded works that saw science address sexual behavior.","Votes:
49,497
| Gross:
$10.21M"
74,481.Miracles from Heaven(2016),(2016),PG,109 min,"Biography, Drama, Family",7.1,"44        
        Metascore",Based on the incredible true story of the Beam family.,"Votes:
25,898
| Gross:
$61.71M"
75,482.Ip Man 4: The Finale(2019),(2019),Not Rated,107 min,"Action, Biography, Drama",7.0,"62        
        Metascore",The Kung Fu master travels to the U.S. where his student has upset the local martial arts community by opening a Wing Chun school.,"Votes:
32,498
| Gross:
$3.96M"
76,483.City of Lies(2018),(2018),R,112 min,"Biography, Crime, Drama",6.5,"44        
        Metascore",Russell Poole and Jack Jackson investigate the murder of rapper Notorious B.I.G.,"Votes:
15,266
| Gross:
$0.57M"
77,484.The People vs. Larry Flynt(1996),(1996),R,130 min,"Biography, Drama",7.3,"79        
        Metascore","The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech.","Votes:
95,524
| Gross:
$20.19M"
78,485.Fruitvale Station(2013),(2013),R,85 min,"Biography, Crime, Drama",7.5,"85        
        Metascore","The story of Oscar Grant III, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008.","Votes:
81,568
| Gross:
$16.10M"
79,487.Effie Gray(2014),(2014),PG-13,104 min,"Biography, Drama, Romance",6.0,"54        
        Metascore","A look at the scandalous love triangle between Victorian art critic John Ruskin (Greg Wise), his teenage bride Euphemia ""Effie"" Gray (Dakota Fanning), and Pre-Raphaelite painter John Everett Millais (Tom Sturridge).","Votes:
5,871
| Gross:
$0.34M"
80,488.Tesla(I) (2020),(I) (2020),PG-13,102 min,"Biography, Drama",5.1,"67        
        Metascore","A freewheeling take on visionary inventor Nikola Tesla, his interactions with Thomas Edison and J.P. Morgan's daughter Anne, and his breakthroughs in transmitting electrical power and light.","Votes:
9,166"
81,490.The Hurricane(1999),(1999),R,146 min,"Biography, Drama, Sport",7.6,"74        
        Metascore","The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.","Votes:
97,519
| Gross:
$50.67M"
82,491.A Futile and Stupid Gesture(2018),(2018),TV-MA,101 min,"Biography, Comedy",6.7,"55        
        Metascore","In the 1970s and '80s, National Lampoon's success and influence creates a new media empire overseen in part by the brilliant and troubled Douglas Kenney.","Votes:
16,423"
83,494.Fair Game(I) (2010),(I) (2010),PG-13,108 min,"Biography, Drama, Thriller",6.8,"69        
        Metascore",CIA operative Valerie Plame discovers her identity is allegedly leaked by the government as payback for an op-ed article her husband wrote criticizing the Bush administration.,"Votes:
49,374
| Gross:
$9.53M"
84,495.Dolemite Is My Name(2019),(2019),R,118 min,"Biography, Comedy, Drama",7.2,"76        
        Metascore","Eddie Murphy portrays real-life legend Rudy Ray Moore, a comedy and rap pioneer who proved naysayers wrong when his hilarious, obscene, kung-fu fighting alter ego, Dolemite, became a 1970s Blaxploitation phenomenon.","Votes:
61,037"
85,498.Worth(2020),(2020),PG-13,118 min,"Biography, Drama, History",6.8,"67        
        Metascore","An attorney in Washington D.C. battles against cynicism, bureaucracy and politics to help the victims of 9/11.","Votes:
14,687"
86,499.Philomena(2013),(2013),PG-13,98 min,"Biography, Comedy, Drama",7.6,"77        
        Metascore","A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.","Votes:
100,354
| Gross:
$37.71M"
87,500.The Iron Lady(2011),(2011),PG-13,105 min,"Biography, Drama",6.4,"52        
        Metascore","An elderly Margaret Thatcher talks to the imagined presence of her recently deceased husband as she struggles to come to terms with his death while scenes from her past life, from girlhood to British prime minister, intervene.","Votes:
109,758
| Gross:
$30.02M"
88,451.Shrek(2001),(2001),PG,90 min,"Animation, Adventure, Comedy",7.9,"84        
        Metascore","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.","Votes:
672,641
| Gross:
$267.67M"
89,453.Inside Out(I) (2015),(I) (2015),PG,95 min,"Animation, Adventure, Comedy",8.2,"94        
        Metascore","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.","Votes:
707,107
| Gross:
$356.46M"
90,454.The Wedding Singer(1998),(1998),PG-13,97 min,"Comedy, Music, Romance",6.9,"59        
        Metascore","Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.","Votes:
151,138
| Gross:
$80.25M"
91,455.Hercules(1997),(1997),G,93 min,"Animation, Adventure, Comedy",7.3,"74        
        Metascore",The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,"Votes:
231,205
| Gross:
$99.05M"
92,456.Austin Powers: International Man of Mystery(1997),(1997),PG-13,89 min,"Adventure, Comedy",7.0,"51        
        Metascore",A world-class playboy and part-time secret agent from the 1960s emerges after thirty years in a cryogenic state to battle with his nemesis Dr. Evil.,"Votes:
240,844
| Gross:
$53.88M"
93,457.Notting Hill(1999),(1999),PG-13,124 min,"Comedy, Drama, Romance",7.2,"68        
        Metascore",The life of a simple bookshop owner changes when he meets the most famous film star in the world.,"Votes:
310,422
| Gross:
$116.09M"
94,458.Almost Famous(2000),(2000),R,122 min,"Adventure, Comedy, Drama",7.9,"90        
        Metascore",A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.,"Votes:
276,155
| Gross:
$32.53M"
95,459.National Lampoon's Animal House(1978),(1978),R,109 min,Comedy,7.4,"79        
        Metascore","At a 1962 college, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.","Votes:
121,573
| Gross:
$0.20M"
96,460.The 40-Year-Old Virgin(2005),(2005),R,116 min,"Comedy, Romance",7.1,"73        
        Metascore","Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.","Votes:
436,328
| Gross:
$109.45M"
97,462.The Hitman's Bodyguard(2017),(2017),R,118 min,"Action, Comedy, Crime",6.9,"47        
        Metascore","One of the world's top bodyguards gets a new client, a world class hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial alive and on time.","Votes:
230,868
| Gross:
$75.47M"
98,463.Footloose(2011),(2011),PG-13,113 min,"Comedy, Drama, Music",5.8,"58        
        Metascore","City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.","Votes:
50,241
| Gross:
$51.80M"
99,464.The Frighteners(1996),(1996),R,110 min,"Comedy, Fantasy, Horror",7.1,"52        
        Metascore","After a tragic car accident that kills his wife, a man discovers he can communicate with the dead, and he uses that gift to con people. However, when a demonic spirit appears, he may be the only one who can stop it from killing the living and the dead.","Votes:
89,076
| Gross:
$16.76M"
100,465.Zombieland(2009),(2009),R,88 min,"Action, Comedy, Horror",7.6,"73        
        Metascore","A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America.","Votes:
574,899
| Gross:
$75.59M"
101,466.The Sea Beast(2022),(2022),PG,115 min,"Animation, Adventure, Comedy",7.1,"74        
        Metascore","When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters - and make history to boot.","Votes:
38,076"
102,467.3 Idiots(2009),(2009),PG-13,170 min,"Comedy, Drama",8.4,"67        
        Metascore","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".","Votes:
397,799
| Gross:
$6.53M"
103,469.Porky's(1981),(1981),R,94 min,Comedy,6.2,"40        
        Metascore","In 1954, a group of Florida high-school guys try to help their buddy lose his virginity, which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.","Votes:
43,162
| Gross:
$111.29M"
104,470.Friends with Benefits(2011),(2011),R,109 min,"Comedy, Romance",6.5,"63        
        Metascore","A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.","Votes:
368,485
| Gross:
$55.80M"
105,471.Airplane!(1980),(1980),PG,88 min,Comedy,7.7,"78        
        Metascore",A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,"Votes:
239,112
| Gross:
$83.40M"
106,473.Paws of Fury: The Legend of Hank(2022),(2022),PG,98 min,"Animation, Action, Comedy",5.7,"45        
        Metascore","Hank, a loveable dog with a head full of dreams about becoming a samurai, sets off in search of his destiny.","Votes:
3,726"
