,title,year,advisory,movie_length,genre,rating,metascore,description,votes
19,379.Ad Astra(2019),(2019),PG-13,123 min,"Adventure, Drama, Mystery",6.5,"80        
        Metascore","Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.","Votes:
234,556
| Gross:
$50.19M"
20,380.Howl's Moving Castle(2004),(2004),PG,119 min,"Animation, Adventure, Family",8.2,"80        
        Metascore","When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.","Votes:
392,111
| Gross:
$4.71M"
21,381.Independence Day(1996),(1996),PG-13,145 min,"Action, Adventure, Sci-Fi",7.0,"59        
        Metascore","The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.","Votes:
574,389
| Gross:
$306.17M"
22,382.Snow White and the Huntsman(2012),(2012),PG-13,127 min,"Action, Adventure, Drama",6.1,"57        
        Metascore","In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.","Votes:
290,099
| Gross:
$155.33M"
23,383.The Mummy Returns(2001),(2001),PG-13,130 min,"Action, Adventure, Fantasy",6.4,"48        
        Metascore","The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.","Votes:
325,270
| Gross:
$202.02M"
24,385.Into the Woods(2014),(2014),PG,125 min,"Adventure, Comedy, Drama",5.9,"69        
        Metascore",A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,"Votes:
141,685
| Gross:
$128.00M"
25,386.Captain America: Civil War(2016),(2016),PG-13,147 min,"Action, Adventure, Sci-Fi",7.8,"75        
        Metascore",Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,"Votes:
779,753
| Gross:
$408.08M"
26,387.Aladdin(2019),(2019),PG,128 min,"Adventure, Comedy, Family",6.9,"53        
        Metascore",A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,"Votes:
264,514
| Gross:
$355.56M"
27,388.Despicable Me(2010),(2010),PG,95 min,"Animation, Adventure, Comedy",7.6,"72        
        Metascore","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.","Votes:
545,656
| Gross:
$251.51M"
28,390.Interceptor(2022),(2022),TV-MA,99 min,"Action, Adventure, Drama",4.6,"51        
        Metascore",One Army captain must use her years of tactical training and military expertise when a simultaneous coordinated attack threatens the remote missile interceptor station she is in command of.,"Votes:
22,801"
29,391.Terminator: Dark Fate(2019),(2019),R,128 min,"Action, Adventure, Sci-Fi",6.2,"54        
        Metascore","An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.","Votes:
177,348
| Gross:
$62.25M"
30,393.Venom: Let There Be Carnage(2021),(2021),PG-13,97 min,"Action, Adventure, Sci-Fi",5.9,"49        
        Metascore","Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.","Votes:
220,384
| Gross:
$213.55M"
31,396.Deliverance(1972),(1972),R,109 min,"Adventure, Drama, Thriller",7.7,"80        
        Metascore","Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.","Votes:
109,814
| Gross:
$7.06M"
32,400.Rampage(2018),(2018),PG-13,107 min,"Action, Adventure, Sci-Fi",6.1,"45        
        Metascore","When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.","Votes:
167,972
| Gross:
$101.03M"
33,351.Ponyo(2008),(2008),G,101 min,"Animation, Adventure, Comedy",7.6,"86        
        Metascore","A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.","Votes:
143,822
| Gross:
$15.09M"
34,352.Shrek the Third(2007),(2007),PG,93 min,"Animation, Adventure, Comedy",6.1,"58        
        Metascore","Reluctantly designated as the heir to the land of Far, Far Away, Shrek hatches a plan to install the rebellious Artie as the new king while Princess Fiona tries to fend off a coup d'état by the jilted Prince Charming.","Votes:
306,599
| Gross:
$320.71M"
35,353.Osmosis Jones(2001),(2001),PG,95 min,"Animation, Action, Adventure",6.3,"57        
        Metascore","A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.","Votes:
36,388
| Gross:
$13.60M"
36,356.Vivo(I) (2021),(I) (2021),PG,95 min,"Animation, Adventure, Comedy",6.7,"66        
        Metascore","Vivo, Sony Pictures Animation's first-ever musical adventure featuring all-new original songs from Lin-Manuel Miranda, will take audiences on an epic adventure to gorgeous and vibrant locations never before seen in animation.","Votes:
18,952"
37,359.Fantasia(1940),(1940),G,125 min,"Animation, Family, Fantasy",7.7,"96        
        Metascore","A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred.","Votes:
96,878
| Gross:
$76.41M"
38,361.Bee Movie(2007),(2007),PG,91 min,"Animation, Adventure, Comedy",6.1,"54        
        Metascore","Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue them.","Votes:
162,653
| Gross:
$126.63M"
39,362.The Boss Baby: Family Business(2021),(2021),PG,107 min,"Animation, Adventure, Comedy",5.9,"39        
        Metascore","The Templeton brothers have become adults and drifted away from each other, but a new boss baby with a cutting-edge approach is about to bring them together again - and inspire a new family business.","Votes:
18,342"
40,364.The Last Unicorn(1982),(1982),G,92 min,"Animation, Adventure, Drama",7.3,"70        
        Metascore",A beautiful unicorn sets out to learn if she truly is the last of her kind in this sparkling animated musical.,"Votes:
27,093
| Gross:
$6.46M"
41,366.Dinosaur(2000),(2000),PG,82 min,"Animation, Adventure, Drama",6.4,"56        
        Metascore",An orphaned dinosaur raised by lemurs joins an arduous trek to a sanctuary after a meteorite shower destroys his family home.,"Votes:
61,295
| Gross:
$137.75M"
42,367.Wallace & Gromit: The Curse of the Were-Rabbit(2005),(2005),G,85 min,"Animation, Adventure, Comedy",7.5,"87        
        Metascore","Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest.","Votes:
136,288
| Gross:
$56.11M"
43,368.Monsters vs. Aliens(2009),(2009),PG,94 min,"Animation, Action, Adventure",6.4,"56        
        Metascore",A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,"Votes:
162,706
| Gross:
$198.35M"
44,373.The Croods(2013),(2013),PG,98 min,"Animation, Adventure, Comedy",7.2,"55        
        Metascore","After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.","Votes:
215,001
| Gross:
$187.17M"
45,374.Antz(1998),(1998),PG,83 min,"Animation, Adventure, Comedy",6.6,"72        
        Metascore",A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.,"Votes:
155,819
| Gross:
$90.76M"
46,375.Brother Bear(2003),(2003),G,85 min,"Animation, Adventure, Comedy",6.8,"48        
        Metascore","When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.","Votes:
111,279
| Gross:
$85.34M"
47,376.Paprika(2006),(2006),R,90 min,"Animation, Drama, Fantasy",7.7,"81        
        Metascore","When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.","Votes:
83,591
| Gross:
$0.88M"
48,377.The Road to El Dorado(2000),(2000),PG,89 min,"Animation, Adventure, Comedy",6.9,"51        
        Metascore","Two swindlers get their hands on a map to the fabled city of gold, El Dorado.","Votes:
96,924
| Gross:
$50.86M"
49,381.Evangelion: 3.0+1.01 Thrice Upon a Time(2021),(2021),TV-MA,154 min,"Animation, Action, Drama",8.0,"84        
        Metascore","The fourth and final installment of the Rebuild of Evangelion. Misato and her anti-Nerv group Wille arrive in Paris, a city now red from core-ization. Crew from the flagship Wunder land on a containment tower.","Votes:
10,169"
50,384.Heavy Metal(1981),(1981),R,86 min,"Animation, Adventure, Fantasy",6.6,"51        
        Metascore","A glowing green orb - which embodies ultimate evil - terrorizes a young girl with an anthology of bizarre and fantastic stories of dark fantasy, eroticism and horror.","Votes:
35,496"
51,385.Trolls World Tour(2020),(2020),PG,91 min,"Animation, Adventure, Comedy",6.1,"51        
        Metascore","When the Queen of the Hard Rock Trolls tries to take over all the Troll kingdoms, Queen Poppy and her friends try different ways to save all the Trolls.","Votes:
23,575"
52,386.Home(II) (2015),(II) (2015),PG,94 min,"Animation, Adventure, Comedy",6.6,"55        
        Metascore","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.","Votes:
103,029
| Gross:
$177.40M"
53,387.The SpongeBob SquarePants Movie(2004),(2004),PG,87 min,"Animation, Adventure, Comedy",7.1,"66        
        Metascore",SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.,"Votes:
91,558
| Gross:
$85.42M"
54,389.Horton Hears a Who!(2008),(2008),G,86 min,"Animation, Adventure, Comedy",6.8,"71        
        Metascore",Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.,"Votes:
141,104
| Gross:
$154.53M"
55,390.Shark Tale(2004),(2004),PG,90 min,"Animation, Adventure, Comedy",6.0,"48        
        Metascore","When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.","Votes:
183,654
| Gross:
$160.86M"
56,394.One Hundred and One Dalmatians(1961),(1961),G,79 min,"Animation, Adventure, Comedy",7.3,"83        
        Metascore","When a litter of Dalmatian puppies are abducted by the minions of Cruella De Vil, the owners must find them before she uses them for a diabolical fashion statement.","Votes:
168,286
| Gross:
$144.88M"
57,395.The Black Cauldron(1985),(1985),PG,80 min,"Animation, Action, Adventure",6.3,"59        
        Metascore",A young boy and a group of misfit friends embark on a quest to find a dark magic item of ultimate power before a diabolical tyrant can.,"Votes:
36,737
| Gross:
$21.29M"
58,397.Epic(2013),(2013),PG,102 min,"Animation, Action, Adventure",6.6,"52        
        Metascore",A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours.,"Votes:
105,764
| Gross:
$107.52M"
59,351.Joe Bell(2020),(2020),R,94 min,"Biography, Drama",6.1,"54        
        Metascore","The true story of a small-town, working-class father who embarks on a walk across the U.S. to crusade against bullying after his son is tormented in high school for being gay. Meanwhile, he...                See full summary »","Votes:
7,631"
60,352.Selena(1997),(1997),PG,127 min,"Biography, Drama, Music",6.8,"67        
        Metascore","The true story of Selena, a Texas-born Tejano singer who rose from cult status to performing at the Astrodome, as well as having chart-topping albums on the Latin music charts.","Votes:
29,221
| Gross:
$35.42M"
61,353.The Motorcycle Diaries(2004),(2004),R,126 min,"Adventure, Biography, Drama",7.8,"75        
        Metascore",The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.,"Votes:
101,593
| Gross:
$16.76M"
62,354.Charlie Wilson's War(2007),(2007),R,102 min,"Biography, Comedy, Drama",7.0,"67        
        Metascore","A drama based on a Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets have some unforeseen and long-reaching effects.","Votes:
118,843
| Gross:
$66.66M"
63,356.Finding Neverland(2004),(2004),PG,106 min,"Biography, Drama, Family",7.7,"67        
        Metascore",The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,"Votes:
206,778
| Gross:
$51.68M"
64,357.The Walk(II) (2015),(II) (2015),PG,123 min,"Adventure, Biography, Drama",7.3,"70        
        Metascore","In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.","Votes:
128,961
| Gross:
$10.14M"
65,358.Anthropoid(2016),(2016),R,120 min,"Action, Biography, Drama",7.2,"59        
        Metascore","Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich's third in command after Hitler and Himmler.","Votes:
49,094
| Gross:
$2.96M"
66,359.Michael Collins(1996),(1996),R,133 min,"Biography, Drama, Thriller",7.1,"60        
        Metascore","Neil Jordan's historical biopic of Irish revolutionary Michael Collins, the man who led a guerrilla war against the UK, helped negotiate the creation of the Irish Free State, and led the National Army during the Irish Civil War.","Votes:
31,800
| Gross:
$11.09M"
67,360.Boy Erased(2018),(2018),R,115 min,"Biography, Drama",6.9,"69        
        Metascore",The son of a Baptist preacher unwillingly participates in a church-supported gay conversion program after being forcibly outed to his parents.,"Votes:
38,970
| Gross:
$6.79M"
68,362.Jackie(V) (2016),(V) (2016),R,100 min,"Biography, Drama",6.7,"81        
        Metascore","Following the assassination of President John F. Kennedy, First Lady Jacqueline Kennedy fights through grief and trauma to regain her faith, console her children, and define her husband's historic legacy.","Votes:
80,032
| Gross:
$13.96M"
69,363.Girl with a Pearl Earring(2003),(2003),PG-13,100 min,"Biography, Drama, Romance",6.9,"72        
        Metascore",A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.,"Votes:
78,666
| Gross:
$11.63M"
70,364.J. Edgar(2011),(2011),R,137 min,"Biography, Drama, Romance",6.5,"59        
        Metascore","J. Edgar Hoover, powerful head of the F.B.I. for nearly fifty years, looks back on his professional and personal life.","Votes:
129,078
| Gross:
$37.31M"
71,365.Nowhere Boy(2009),(2009),R,98 min,"Biography, Drama, Music",7.1,"67        
        Metascore","A chronicle of John Lennon's first years, focused mainly in his adolescence and his relationship with his stern aunt Mimi, who raised him, and his absentee mother Julia, who re-entered his life at a crucial moment in his young life.","Votes:
37,153
| Gross:
$1.45M"
72,367.Patch Adams(1998),(1998),PG-13,115 min,"Biography, Comedy, Drama",6.8,"25        
        Metascore","The true story of a heroic man, Hunter ""Patch"" Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos.","Votes:
114,102
| Gross:
$135.03M"
73,368.The Duchess(2008),(2008),PG-13,110 min,"Biography, Drama, History",6.9,"62        
        Metascore","A chronicle of the life of 18th-century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.","Votes:
83,642
| Gross:
$13.82M"
74,369.King of Thieves(2018),(2018),R,108 min,"Biography, Crime, Drama",5.5,"48        
        Metascore","A true crime movie about a crew of retired crooks who pull off a major heist in London's jewelry district. What starts off as their last criminal hurrah, quickly turns into a brutal nightmare due to greed.","Votes:
14,838"
75,370.The Last Emperor(1987),(1987),PG-13,163 min,"Biography, Drama, History",7.7,"76        
        Metascore",The story of the final Emperor of China.,"Votes:
103,634
| Gross:
$43.98M"
76,371.Control(2007),(2007),R,122 min,"Biography, Drama, Music",7.6,"78        
        Metascore","A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.","Votes:
65,604
| Gross:
$0.87M"
77,372.Quills(2000),(2000),R,124 min,"Biography, Drama",7.3,"70        
        Metascore","In a Napoleonic era insane asylum, an inmate, the irrepressible Marquis De Sade, fights a battle of wills against a tyrannically prudish doctor.","Votes:
54,628
| Gross:
$7.06M"
78,374.Capote(2005),(2005),R,114 min,"Biography, Crime, Drama",7.3,"88        
        Metascore","In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row.","Votes:
133,817
| Gross:
$28.75M"
79,375.Private Parts(1997),(1997),R,109 min,"Biography, Comedy, Drama",6.9,"67        
        Metascore","The autobiographical story of Howard Stern, the radio rebel who is now also a TV personality, an author and a movie star.","Votes:
37,599
| Gross:
$41.20M"
80,377.Domino(2005),(2005),R,127 min,"Action, Biography, Crime",5.9,"36        
        Metascore",A recounting of Domino Harvey's life story. The daughter of actor Laurence Harvey turned away from her career as a Ford model to become a bounty hunter.,"Votes:
67,475
| Gross:
$10.17M"
81,378.Soul Surfer(2011),(2011),PG,112 min,"Biography, Drama, Family",7.0,"53        
        Metascore",Teenage surfer Bethany Hamilton overcomes the odds and her own fears of returning to the water after losing her left arm in a shark attack.,"Votes:
50,061
| Gross:
$43.85M"
82,379.The Man Who Knew Infinity(2015),(2015),PG-13,108 min,"Biography, Drama",7.2,"56        
        Metascore","The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.","Votes:
57,722
| Gross:
$3.87M"
83,380.Ed Gein(2000),(2000),Not Rated,89 min,"Biography, Crime, Drama",5.5,"42        
        Metascore","The story of Ed Gein, who dug up the corpses of over a dozen women and made things out of their remains before finally shooting two people to death and butchering their bodies like beef sides.","Votes:
5,429
| Gross:
$0.01M"
84,381.This Boy's Life(1993),(1993),R,115 min,"Biography, Drama",7.3,"60        
        Metascore","The story about the relationship between a rebellious 1950s teenager and his abusive stepfather, based on the memoirs of writer and literature Professor Tobias Wolff.","Votes:
53,428
| Gross:
$4.10M"
85,383.Trial by Fire(I) (2018),(I) (2018),R,127 min,"Biography, Drama",7.0,"51        
        Metascore","The tragic and controversial story of Cameron Todd Willingham, who was sentenced to death in Texas for killing his three children even after scientific evidence and expert testimony bolstered his claims of innocence.","Votes:
10,596
| Gross:
$0.15M"
86,385.The Wind Rises(2013),(2013),PG-13,126 min,"Animation, Biography, Drama",7.7,"83        
        Metascore","A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.","Votes:
86,090
| Gross:
$5.21M"
87,386.Chevalier(2022),(2022),PG-13,107 min,"Biography, Drama, History",7.8,"67        
        Metascore","Based on the true story of composer Joseph Bologne, Chevalier de Saint-Georges, the illegitimate son of an African slave and a French plantation owner, who rises to heights in French society as a composer before an ill-fated love affair.","Votes:
54"
88,387.The Banker(2020),(2020),PG-13,120 min,"Biography, Drama",7.3,"59        
        Metascore",In the 1960s two African-American entrepreneurs hire a working-class white man to pretend to be the head of their business empire while they pose as a janitor and chauffeur.,"Votes:
28,712"
89,389.Heaven Is for Real(2014),(2014),PG,99 min,"Biography, Drama, Family",5.8,"47        
        Metascore","A small-town father must find the courage and conviction to share his son's extraordinary, life-changing experience with the world.","Votes:
27,319
| Gross:
$91.44M"
90,391.The 15:17 to Paris(2018),(2018),PG-13,94 min,"Biography, Drama, Thriller",5.3,"45        
        Metascore",Three courageous young Americans prevent a terrorist attack on a train bound for Paris.,"Votes:
33,829
| Gross:
$36.25M"
91,392.Agora(2009),(2009),R,127 min,"Adventure, Biography, Drama",7.1,"55        
        Metascore","A historical drama set in Roman Egypt, concerning a slave who turns to the rising tide of Christianity in the hope of pursuing freedom while falling in love with his mistress, the philosophy and mathematics professor Hypatia of Alexandria.","Votes:
70,140
| Gross:
$0.62M"
92,393.Colonia(2015),(2015),R,110 min,"Biography, Drama, History",7.0,"33        
        Metascore","A young woman's desperate search for her abducted boyfriend draws her into the infamous Colonia Dignidad, a sect nobody has ever escaped from.","Votes:
54,006"
93,395.Henry V(1989),(1989),PG-13,137 min,"Biography, Drama, History",7.5,"83        
        Metascore","In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.","Votes:
30,118
| Gross:
$10.16M"
94,396.Milk(I) (2008),(I) (2008),R,128 min,"Biography, Drama",7.5,"83        
        Metascore",The story of Harvey Milk and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official.,"Votes:
173,282
| Gross:
$31.84M"
95,397.Ali(2001),(2001),R,157 min,"Biography, Drama, Sport",6.7,"65        
        Metascore","A biography of sports legend Muhammad Ali, focusing on his triumphs and controversies between 1964 and 1974.","Votes:
100,170
| Gross:
$58.20M"
96,398.Henry & June(1990),(1990),NC-17,136 min,"Biography, Drama",6.3,"62        
        Metascore","Anaïs Nin meets the American writer, Henry Miller, in Paris in 1931. She keeps a diary of her sexual awakening which includes Henry and his wife, June.","Votes:
13,372
| Gross:
$11.57M"
97,399.The Young Victoria(2009),(2009),PG,105 min,"Biography, Drama, History",7.2,"64        
        Metascore","A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert.","Votes:
62,619
| Gross:
$11.00M"
98,400.At Eternity's Gate(2018),(2018),PG-13,111 min,"Biography, Drama, History",6.9,"76        
        Metascore","A look at the life of painter Vincent van Gogh during the time he lived in Arles and Auvers-sur-Oise, France.","Votes:
35,385
| Gross:
$2.29M"
99,352.The Devil Wears Prada(2006),(2006),PG-13,109 min,"Comedy, Drama",6.9,"62        
        Metascore","A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.","Votes:
418,213
| Gross:
$124.74M"
100,354.Crazy Rich Asians(2018),(2018),PG-13,120 min,"Comedy, Drama, Romance",6.9,"74        
        Metascore","This contemporary romantic comedy, based on a global bestseller, follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family.","Votes:
172,196
| Gross:
$174.53M"
101,355.Pretty Woman(1990),(1990),R,119 min,"Comedy, Romance",7.1,"51        
        Metascore","A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.","Votes:
324,165
| Gross:
$178.41M"
102,356.The Dukes of Hazzard(2005),(2005),PG-13,104 min,Comedy,5.1,"33        
        Metascore","Cousins Bo, Luke, and Daisy Duke, and their uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane.","Votes:
79,363
| Gross:
$80.27M"
103,357.The Witches(1990),(1990),PG,91 min,"Adventure, Comedy, Family",6.8,"78        
        Metascore","A young boy stumbles onto a witch convention and must stop them, even after he has been turned into a mouse.","Votes:
50,480
| Gross:
$10.36M"
104,358.Gremlins(1984),(1984),PG,106 min,"Comedy, Fantasy, Horror",7.3,"70        
        Metascore",A young man inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.,"Votes:
223,689
| Gross:
$148.17M"
105,360.Adventures in Babysitting(1987),(1987),PG-13,102 min,"Adventure, Comedy, Crime",6.9,"45        
        Metascore",A babysitter must battle her way through the big city after being stranded there with the kids she's looking after.,"Votes:
44,796
| Gross:
$34.37M"
106,361.Sixteen Candles(1984),(1984),PG,93 min,"Comedy, Romance",7.0,"61        
        Metascore","A girl's ""sweet"" sixteenth birthday is anything but special: her family forgets about it, and she suffers from every embarrassment possible.","Votes:
116,818
| Gross:
$23.69M"
107,365.Napoleon Dynamite(2004),(2004),PG,96 min,Comedy,6.9,"64        
        Metascore","A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.","Votes:
220,076
| Gross:
$44.54M"
